Order_ID,Customer_ID,Order_Date,Month,City,Zone,Restaurant_Name,Cuisine,Customer_Type,Items_Count,Food_Amount,Discount_Amount,Delivery_Fee,Tax_Amount,Final_Order_Value,Payment_Mode,Delivery_Partner,Distance_km,Expected_Delivery_Min,Actual_Delivery_Min,Late_duration,Late_Delivery,Order_Status,Customer_Rating,Weather,Offer_Type,Revenue
ORD00292,CUST0149,12-05-2025,May,Bengaluru,Central,Foodie's Stop,Burger,Returning,2,₹ 502.27,₹ 0.00,₹ 35.00,₹ 25.11,₹ 562.38,Cash,UrbanRunner,9.6,50,66,16,Yes,Delivered,3.6,Rainy,No Offer,High
ORD00293,CUST0546,20-03-2025,March,Pune,West,Cafe Crave,Chinese,Returning,3,₹ 968.03,₹ 0.00,₹ 0.00,₹ 48.40,"₹ 1,016.43",Credit Card,FastFleet,8.1,42,51,9,Yes,Delivered,3.7,Clear,No Offer,High
ORD00294,CUST0443,14-07-2025,July,Hyderabad,South,Noodle Hub,Rolls,New,3,₹ 603.44,₹ 0.00,₹ 55.00,₹ 30.17,₹ 688.61,Cash,UrbanRunner,8.5,41,47,6,No,Cancelled,,Clear,No Offer,High
ORD00295,CUST0070,30-11-2025,November,Hyderabad,East,Healthy Bowl,Pizza,Returning,2,₹ 820.72,₹ 50.00,₹ 25.00,₹ 38.54,₹ 834.26,Cash,Zippy,6.7,40,35,-5,No,Delivered,3.7,Clear,Flat 50,High
ORD00296,CUST0123,30-07-2025,July,Bengaluru,West,Sweet Treats,South Indian,Returning,1,₹ 200.72,₹ 0.00,₹ 55.00,₹ 10.04,₹ 265.76,Debit Card,Zippy,8.2,45,43,-2,No,Delivered,4.2,Cold,No Offer,High
ORD00297,CUST0341,06-11-2025,November,Delhi,North,Healthy Bowl,Burger,New,3,₹ 705.00,₹ 141.00,₹ 35.00,₹ 28.20,₹ 627.20,UPI,Zippy,3.8,28,24,-4,No,Delivered,3.6,Clear,20% Off,Medium
ORD00298,CUST0075,13-05-2025,May,Jaipur,North,Wok Express,Healthy,Returning,1,₹ 411.13,₹ 82.23,₹ 25.00,₹ 16.45,₹ 370.35,Credit Card,Zippy,7.8,41,44,3,No,Delivered,4.8,Hot,20% Off,High
ORD00299,CUST0414,20-10-2025,October,Jaipur,North,Dosa Delight,Healthy,Returning,4,"₹ 1,183.20",₹ 177.48,₹ 45.00,₹ 50.29,"₹ 1,101.01",UPI,Zippy,7.3,52,62,10,Yes,Delivered,4.6,Cloudy,Combo Offer,Medium
ORD00300,CUST0297,04-10-2025,October,Pune,West,Foodie's Stop,Pizza,Returning,3,"₹ 1,091.31",₹ 0.00,₹ 0.00,₹ 54.57,"₹ 1,145.88",Debit Card,FastFleet,5,40,49,9,Yes,Delivered,4.4,Clear,No Offer,High
ORD00301,CUST0316,01-04-2025,April,Mumbai,East,Burger Barn,Desserts,Returning,4,₹ 716.81,₹ 50.00,₹ 25.00,₹ 33.34,₹ 725.15,Debit Card,QuickRider,1.3,25,27,2,No,Delivered,4,Rainy,Flat 50,High
ORD00302,CUST0038,01-10-2025,October,Kolkata,East,Momo Street,Biryani,Returning,2,₹ 611.05,₹ 0.00,₹ 45.00,₹ 30.55,₹ 686.60,UPI,FastFleet,11.3,65,67,2,No,Cancelled,,Clear,No Offer,High
ORD00303,CUST0065,08-09-2025,September,Kolkata,South,Spice Junction,Burger,New,1,₹ 118.17,₹ 0.00,₹ 0.00,₹ 5.91,₹ 124.08,UPI,FastFleet,7.7,40,38,-2,No,Delivered,3.8,Hot,Free Delivery,High
ORD00304,CUST0567,07-08-2025,August,Pune,East,Foodie's Stop,Pizza,Returning,2,₹ 725.76,₹ 0.00,₹ 0.00,₹ 36.29,₹ 762.05,Debit Card,FastFleet,7.5,47,50,3,No,Delivered,3.6,Clear,Free Delivery,Low
ORD00305,CUST0130,13-08-2025,August,Kolkata,South,Zest Kitchen,Pizza,Returning,4,"₹ 1,795.33",₹ 0.00,₹ 0.00,₹ 89.77,"₹ 1,885.10",Credit Card,FastFleet,1.1,23,27,4,No,Delivered,4.4,Cold,No Offer,High
ORD00306,CUST0098,15-03-2025,March,Jaipur,West,Biryani House,Chinese,Returning,4,"₹ 1,065.29",₹ 50.00,₹ 55.00,₹ 50.76,"₹ 1,121.05",UPI,UrbanRunner,11.5,58,53,-5,No,Delivered,4.8,Clear,Flat 50,High
ORD00307,CUST0465,05-07-2025,July,Mumbai,East,Wok Express,Biryani,New,4,"₹ 1,388.85",₹ 277.77,₹ 45.00,₹ 55.55,"₹ 1,211.63",Credit Card,Zippy,2.9,24,30,6,Yes,Delivered,3.7,Clear,20% Off,High
ORD00308,CUST0243,23-02-2025,February,Delhi,South,Meal Monk,Biryani,Returning,4,"₹ 1,155.28",₹ 0.00,₹ 0.00,₹ 57.76,"₹ 1,213.04",UPI,QuickRider,7.4,50,55,5,No,Delivered,4.4,Clear,Free Delivery,High
ORD00309,CUST0131,13-04-2025,April,Mumbai,North,Foodie's Stop,Healthy,Returning,5,"₹ 1,548.17",₹ 0.00,₹ 45.00,₹ 77.41,"₹ 1,670.58",Cash,Zippy,3,35,36,1,No,Delivered,4.6,Clear,No Offer,High
ORD00310,CUST0501,21-12-2025,December,Delhi,North,Cafe Crave,Healthy,Returning,3,₹ 889.20,₹ 0.00,₹ 55.00,₹ 44.46,₹ 988.66,Debit Card,FastFleet,2.7,28,45,17,Yes,Delivered,4.5,Rainy,No Offer,High
ORD00311,CUST0517,30-10-2025,October,Jaipur,East,Noodle Hub,Biryani,Returning,4,"₹ 1,219.92",₹ 0.00,₹ 55.00,₹ 61.00,"₹ 1,335.92",Credit Card,Zippy,3.4,29,24,-5,No,Delivered,5,Hot,No Offer,High
ORD00312,CUST0471,06-08-2025,August,Bengaluru,West,Sweet Treats,Healthy,New,4,"₹ 1,288.69",₹ 257.74,₹ 25.00,₹ 51.55,"₹ 1,107.50",UPI,UrbanRunner,2.5,31,28,-3,No,Delivered,4.2,Clear,20% Off,High
ORD00313,CUST0556,26-10-2025,October,Jaipur,South,Biryani House,Desserts,Returning,1,₹ 147.31,₹ 29.46,₹ 0.00,₹ 5.89,₹ 123.74,Debit Card,UrbanRunner,5.2,40,49,9,Yes,Delivered,3.9,Rainy,20% Off,High
ORD00314,CUST0343,17-04-2025,April,Chennai,North,Curry Corner,Rolls,Premium,4,₹ 822.69,₹ 0.00,₹ 55.00,₹ 41.13,₹ 918.82,UPI,FastFleet,1.4,30,27,-3,No,Delivered,4.3,Clear,No Offer,Low
ORD00315,CUST0545,04-10-2025,October,Jaipur,Central,Sweet Treats,Chinese,Returning,4,"₹ 1,181.42",₹ 50.00,₹ 35.00,₹ 56.57,"₹ 1,222.99",Debit Card,UrbanRunner,1.6,30,40,10,Yes,Delivered,4.2,Clear,Flat 50,High
ORD00316,CUST0643,30-05-2025,May,Chennai,North,Cafe Crave,Chinese,New,3,₹ 822.67,₹ 0.00,₹ 0.00,₹ 41.13,₹ 863.80,Cash,Zippy,2.2,29,28,-1,No,Delivered,4.7,Clear,Free Delivery,High
ORD00317,CUST0335,31-05-2025,May,Delhi,West,Noodle Hub,South Indian,Returning,1,₹ 153.97,₹ 0.00,₹ 0.00,₹ 7.70,₹ 161.67,UPI,QuickRider,10.6,53,58,5,No,Delivered,3.8,Hot,No Offer,High
ORD00318,CUST0549,31-10-2025,October,Hyderabad,Central,Roll Nation,Burger,New,3,₹ 786.85,₹ 0.00,₹ 35.00,₹ 39.34,₹ 861.19,Debit Card,DoorDashPro,9.5,44,48,4,No,Delivered,4.7,Clear,No Offer,Low
ORD00319,CUST0460,04-04-2025,April,Delhi,South,Burger Barn,Chinese,New,4,"₹ 1,453.16",₹ 50.00,₹ 35.00,₹ 70.16,"₹ 1,508.32",Debit Card,UrbanRunner,5.1,36,37,1,No,Delivered,4.5,Rainy,Flat 50,High
ORD00320,CUST0588,25-03-2025,March,Kolkata,West,Dosa Delight,Healthy,Premium,5,"₹ 1,491.82",₹ 0.00,₹ 55.00,₹ 74.59,"₹ 1,621.41",Debit Card,FastFleet,4.6,37,46,9,No,Cancelled,,Rainy,No Offer,High
ORD00321,CUST0228,17-10-2025,October,Bengaluru,West,Dosa Delight,Biryani,Returning,4,"₹ 1,068.86",₹ 0.00,₹ 35.00,₹ 53.44,"₹ 1,157.30",UPI,DoorDashPro,2,22,23,1,No,Delivered,4.1,Cloudy,No Offer,High
ORD00322,CUST0354,11-04-2025,April,Jaipur,North,Tandoor Tales,Rolls,New,5,₹ 971.97,₹ 194.39,₹ 35.00,₹ 38.88,₹ 851.46,Debit Card,DoorDashPro,5.4,44,50,6,Yes,Delivered,3.7,Clear,20% Off,High
ORD00323,CUST0538,07-06-2025,June,Bengaluru,South,Noodle Hub,Healthy,Returning,4,"₹ 1,185.45",₹ 0.00,₹ 55.00,₹ 59.27,"₹ 1,299.72",Debit Card,DoorDashPro,7.6,41,51,10,No,Refunded,,Clear,No Offer,High
ORD00324,CUST0312,03-02-2025,February,Kolkata,West,Noodle Hub,North Indian,New,2,₹ 574.46,₹ 114.89,₹ 25.00,₹ 22.98,₹ 507.55,Cash,QuickRider,3,36,46,10,Yes,Delivered,4.3,Clear,20% Off,High
ORD00325,CUST0371,14-10-2025,October,Kolkata,North,Healthy Bowl,Burger,Returning,3,₹ 554.48,₹ 0.00,₹ 45.00,₹ 27.72,₹ 627.20,Cash,UrbanRunner,3,31,34,3,No,Delivered,4.8,Clear,No Offer,High
ORD00326,CUST0365,04-09-2025,September,Hyderabad,West,Curry Corner,Pizza,Returning,3,"₹ 1,223.53",₹ 0.00,₹ 25.00,₹ 61.18,"₹ 1,309.71",Wallet,Zippy,7.4,41,40,-1,No,Delivered,4.7,Clear,No Offer,High
ORD00327,CUST0014,29-05-2025,May,Bengaluru,Central,Biryani House,Chinese,Returning,5,"₹ 1,583.51",₹ 316.70,₹ 35.00,₹ 63.34,"₹ 1,365.15",Wallet,FastFleet,10.6,55,61,6,Yes,Delivered,3.4,Clear,20% Off,High
ORD00328,CUST0135,23-09-2025,September,Jaipur,West,Biryani House,South Indian,New,2,₹ 370.89,₹ 50.00,₹ 55.00,₹ 16.04,₹ 391.93,Credit Card,Zippy,7.7,54,52,-2,No,Delivered,4.5,Hot,Flat 50,High
ORD00329,CUST0081,03-09-2025,September,Chennai,South,Zest Kitchen,Healthy,Returning,3,₹ 873.68,₹ 0.00,₹ 0.00,₹ 43.68,₹ 917.36,Debit Card,QuickRider,9.2,45,44,-1,No,Delivered,4.2,Clear,No Offer,Medium
ORD00330,CUST0127,20-12-2025,December,Kolkata,West,Urban Bites,Desserts,New,5,₹ 940.45,₹ 0.00,₹ 0.00,₹ 47.02,₹ 987.47,UPI,UrbanRunner,1.7,23,19,-4,No,Delivered,3.9,Hot,Free Delivery,High
ORD00331,CUST0015,16-04-2025,April,Chennai,North,Dosa Delight,Pizza,Returning,3,"₹ 1,045.91",₹ 156.89,₹ 35.00,₹ 44.45,₹ 968.47,Debit Card,UrbanRunner,2.8,39,41,2,No,Delivered,5,Cloudy,Combo Offer,High
ORD00332,CUST0220,22-04-2025,April,Delhi,Central,Burger Barn,Biryani,Premium,4,"₹ 1,195.50",₹ 0.00,₹ 0.00,₹ 59.78,"₹ 1,255.28",Wallet,UrbanRunner,8.7,46,44,-2,No,Delivered,4,Clear,Free Delivery,High
ORD00333,CUST0455,27-04-2025,April,Chennai,North,Burger Barn,Healthy,Returning,3,₹ 981.14,₹ 196.23,₹ 55.00,₹ 39.25,₹ 879.16,Cash,FastFleet,8.9,43,41,-2,No,Delivered,3.6,Clear,20% Off,High
ORD00334,CUST0105,11-10-2025,October,Pune,South,Meal Monk,Pizza,Premium,4,"₹ 1,744.13",₹ 0.00,₹ 0.00,₹ 87.21,"₹ 1,831.34",Debit Card,FastFleet,5.4,47,44,-3,No,Delivered,3.8,Cloudy,No Offer,High
ORD00335,CUST0524,03-02-2025,February,Chennai,South,Tandoor Tales,Momos,New,3,₹ 532.98,₹ 106.60,₹ 55.00,₹ 21.32,₹ 502.70,Cash,DoorDashPro,7.5,49,56,7,No,Refunded,,Clear,20% Off,High
ORD00336,CUST0637,17-03-2025,March,Bengaluru,East,Meal Monk,Healthy,New,1,₹ 359.61,₹ 0.00,₹ 0.00,₹ 17.98,₹ 377.59,Credit Card,UrbanRunner,11.7,62,67,5,No,Delivered,3.7,Cloudy,No Offer,High
ORD00337,CUST0323,19-02-2025,February,Jaipur,West,Roll Nation,Chinese,Returning,5,"₹ 1,430.69",₹ 50.00,₹ 55.00,₹ 69.03,"₹ 1,504.72",Cash,QuickRider,1.2,19,17,-2,No,Delivered,5,Cold,Flat 50,Medium
ORD00338,CUST0161,15-08-2025,August,Kolkata,South,Roll Nation,Rolls,Premium,2,₹ 317.41,₹ 50.00,₹ 0.00,₹ 13.37,₹ 280.78,Credit Card,UrbanRunner,7.3,51,61,10,Yes,Delivered,4.4,Cloudy,Flat 50,High
ORD00339,CUST0439,29-01-2025,January,Jaipur,Central,Zest Kitchen,Desserts,Returning,1,₹ 152.19,₹ 0.00,₹ 35.00,₹ 7.61,₹ 194.80,Debit Card,DoorDashPro,4.8,29,34,5,No,Delivered,4,Cloudy,No Offer,Medium
ORD00340,CUST0432,02-07-2025,July,Kolkata,South,Sweet Treats,Chinese,Returning,1,₹ 346.36,₹ 0.00,₹ 25.00,₹ 17.32,₹ 388.68,Wallet,DoorDashPro,1.2,28,36,8,Yes,Delivered,3.9,Clear,No Offer,Low
ORD00341,CUST0447,11-01-2025,January,Kolkata,East,Foodie's Stop,Desserts,Returning,4,₹ 796.41,₹ 0.00,₹ 35.00,₹ 39.82,₹ 871.23,Wallet,FastFleet,6.5,44,48,4,No,Delivered,4.6,Clear,No Offer,Medium
ORD00342,CUST0356,12-09-2025,September,Mumbai,East,Urban Bites,North Indian,New,2,₹ 481.36,₹ 0.00,₹ 55.00,₹ 24.07,₹ 560.43,Wallet,Zippy,2,31,41,10,Yes,Delivered,3.2,Clear,No Offer,High
ORD00343,CUST0479,30-11-2025,November,Hyderabad,West,Momo Street,Rolls,New,5,₹ 753.30,₹ 0.00,₹ 25.00,₹ 37.66,₹ 815.96,Cash,DoorDashPro,10.7,63,73,10,Yes,Delivered,4.2,Hot,No Offer,High
ORD00344,CUST0263,23-11-2025,November,Kolkata,Central,Curry Corner,Chinese,Returning,3,₹ 992.17,₹ 0.00,₹ 0.00,₹ 49.61,"₹ 1,041.78",Credit Card,UrbanRunner,8,52,56,4,No,Delivered,3.8,Clear,No Offer,High
ORD00345,CUST0285,01-05-2025,May,Bengaluru,South,Spice Junction,Chinese,New,5,"₹ 1,663.44",₹ 50.00,₹ 0.00,₹ 80.67,"₹ 1,694.11",Debit Card,UrbanRunner,3.2,32,35,3,No,Delivered,4.2,Clear,Flat 50,High
ORD00346,CUST0595,01-04-2025,April,Jaipur,North,Pizza Palace,Biryani,Returning,4,"₹ 1,236.56",₹ 0.00,₹ 0.00,₹ 61.83,"₹ 1,298.39",Debit Card,UrbanRunner,5.4,35,33,-2,No,Delivered,3.9,Clear,Free Delivery,High
ORD00347,CUST0282,09-05-2025,May,Bengaluru,South,Burger Barn,Momos,Returning,5,₹ 791.88,₹ 0.00,₹ 25.00,₹ 39.59,₹ 856.47,Debit Card,QuickRider,11.3,54,54,0,No,Delivered,3.5,Clear,No Offer,High
ORD00348,CUST0022,29-07-2025,July,Kolkata,West,Curry Corner,Rolls,Returning,4,₹ 635.81,₹ 0.00,₹ 35.00,₹ 31.79,₹ 702.60,UPI,UrbanRunner,10.7,51,57,6,Yes,Delivered,4.1,Clear,No Offer,High
ORD00349,CUST0242,18-01-2025,January,Mumbai,East,Tandoor Tales,Rolls,Returning,1,₹ 127.35,₹ 0.00,₹ 0.00,₹ 6.37,₹ 133.72,Debit Card,DoorDashPro,5.3,42,45,3,No,Delivered,4.1,Cold,Free Delivery,High
ORD00350,CUST0361,18-04-2025,April,Jaipur,East,Urban Bites,Desserts,New,4,₹ 656.04,₹ 0.00,₹ 0.00,₹ 32.80,₹ 688.84,UPI,QuickRider,8.9,44,47,3,No,Delivered,4.3,Hot,Free Delivery,Low
ORD00351,CUST0421,05-11-2025,November,Kolkata,North,Cafe Crave,Burger,Returning,2,₹ 411.64,₹ 0.00,₹ 0.00,₹ 20.58,₹ 432.22,Credit Card,DoorDashPro,2.2,28,32,4,No,Delivered,3.9,Rainy,No Offer,High
ORD00352,CUST0627,20-08-2025,August,Delhi,East,Foodie's Stop,Burger,Returning,4,₹ 865.78,₹ 0.00,₹ 45.00,₹ 43.29,₹ 954.07,Debit Card,FastFleet,11.4,56,51,-5,No,Cancelled,,Clear,No Offer,Medium
ORD00353,CUST0507,15-02-2025,February,Hyderabad,South,Tandoor Tales,Biryani,Returning,1,₹ 352.45,₹ 0.00,₹ 35.00,₹ 17.62,₹ 405.07,Wallet,Zippy,2.9,26,34,8,Yes,Delivered,4.8,Clear,No Offer,High
ORD00354,CUST0255,25-04-2025,April,Hyderabad,East,Tandoor Tales,Healthy,New,3,₹ 814.31,₹ 162.86,₹ 25.00,₹ 32.57,₹ 709.02,Credit Card,DoorDashPro,5.6,44,39,-5,No,Delivered,4.3,Cloudy,20% Off,Medium
ORD00355,CUST0363,26-10-2025,October,Kolkata,West,Momo Street,Burger,Premium,4,"₹ 1,031.32",₹ 206.26,₹ 45.00,₹ 41.25,₹ 911.31,Cash,UrbanRunner,9.1,50,46,-4,No,Delivered,4.8,Clear,20% Off,High
ORD00356,CUST0480,10-12-2025,December,Hyderabad,Central,Tandoor Tales,Momos,Returning,2,₹ 293.48,₹ 58.70,₹ 55.00,₹ 11.74,₹ 301.52,Cash,FastFleet,1.5,24,34,10,No,Cancelled,,Clear,20% Off,High
ORD00357,CUST0447,15-02-2025,February,Pune,South,Burger Barn,North Indian,Returning,3,"₹ 1,046.17",₹ 50.00,₹ 35.00,₹ 49.81,"₹ 1,080.98",Credit Card,FastFleet,10.9,55,58,3,No,Delivered,3.2,Cloudy,Flat 50,Medium
ORD00358,CUST0575,11-06-2025,June,Delhi,Central,Urban Bites,Healthy,New,1,₹ 238.34,₹ 0.00,₹ 45.00,₹ 11.92,₹ 295.26,UPI,QuickRider,5.8,47,53,6,No,Refunded,,Clear,No Offer,High
ORD00359,CUST0079,23-08-2025,August,Delhi,North,Pizza Palace,South Indian,New,2,₹ 448.55,₹ 0.00,₹ 55.00,₹ 22.43,₹ 525.98,Debit Card,FastFleet,10,51,51,0,No,Delivered,3.9,Rainy,No Offer,Medium
ORD00360,CUST0006,13-09-2025,September,Chennai,North,Burger Barn,North Indian,Returning,1,₹ 295.30,₹ 0.00,₹ 0.00,₹ 14.77,₹ 310.07,Wallet,DoorDashPro,2.7,25,40,15,Yes,Delivered,4.4,Rainy,Free Delivery,High
ORD00361,CUST0409,23-01-2025,January,Delhi,South,Roll Nation,Biryani,Returning,5,"₹ 1,363.44",₹ 272.69,₹ 55.00,₹ 54.54,"₹ 1,200.29",UPI,Zippy,5.2,42,44,2,No,Cancelled,,Clear,20% Off,Medium
ORD00362,CUST0398,11-01-2025,January,Pune,West,Dosa Delight,North Indian,New,3,"₹ 1,187.07",₹ 0.00,₹ 0.00,₹ 59.35,"₹ 1,246.42",Cash,QuickRider,8.3,50,65,15,Yes,Delivered,3.4,Rainy,Free Delivery,High
ORD00363,CUST0448,18-05-2025,May,Pune,East,Biryani House,Momos,Returning,5,₹ 765.94,₹ 0.00,₹ 25.00,₹ 38.30,₹ 829.24,Cash,Zippy,8.1,43,40,-3,No,Delivered,4.7,Cold,No Offer,High
ORD00364,CUST0364,02-09-2025,September,Delhi,East,Flavour Factory,Chinese,Returning,1,₹ 423.04,₹ 0.00,₹ 55.00,₹ 21.15,₹ 499.19,Wallet,DoorDashPro,5.7,35,53,18,Yes,Delivered,3.4,Rainy,No Offer,High
ORD00365,CUST0192,27-10-2025,October,Kolkata,North,Biryani House,Healthy,Returning,4,"₹ 1,263.10",₹ 0.00,₹ 55.00,₹ 63.16,"₹ 1,381.26",Cash,FastFleet,9,56,59,3,No,Delivered,3.9,Cloudy,No Offer,Medium
ORD00366,CUST0405,05-04-2025,April,Hyderabad,North,Quick Fork,Desserts,New,2,₹ 320.97,₹ 0.00,₹ 45.00,₹ 16.05,₹ 382.02,Cash,DoorDashPro,10.6,61,67,6,Yes,Delivered,3.7,Clear,No Offer,High
ORD00367,CUST0152,14-02-2025,February,Kolkata,South,Spice Junction,Pizza,Returning,2,₹ 758.25,₹ 0.00,₹ 0.00,₹ 37.91,₹ 796.16,Credit Card,QuickRider,5.8,49,53,4,No,Delivered,4.2,Clear,Free Delivery,Medium
ORD00368,CUST0508,05-08-2025,August,Delhi,South,Meal Monk,Healthy,Returning,2,₹ 545.10,₹ 50.00,₹ 45.00,₹ 24.76,₹ 564.86,Cash,UrbanRunner,1.6,19,27,8,No,Refunded,,Clear,Flat 50,High
ORD00369,CUST0485,02-11-2025,November,Jaipur,West,Flavour Factory,Healthy,Returning,4,"₹ 1,389.70",₹ 208.46,₹ 25.00,₹ 59.06,"₹ 1,265.30",Wallet,Zippy,8.9,57,62,5,No,Delivered,4.1,Clear,Combo Offer,High
ORD00370,CUST0427,11-09-2025,September,Pune,North,Roll Nation,Burger,Returning,2,₹ 575.65,₹ 0.00,₹ 55.00,₹ 28.78,₹ 659.43,Cash,DoorDashPro,3.4,35,44,9,Yes,Delivered,3.8,Cold,No Offer,High
ORD00371,CUST0268,30-08-2025,August,Mumbai,East,Meal Monk,Pizza,New,4,"₹ 1,903.18",₹ 0.00,₹ 0.00,₹ 95.16,"₹ 1,998.34",Credit Card,DoorDashPro,9.7,59,60,1,No,Delivered,4.7,Clear,No Offer,High
ORD00372,CUST0528,13-12-2025,December,Kolkata,North,Noodle Hub,South Indian,New,2,₹ 439.66,₹ 0.00,₹ 45.00,₹ 21.98,₹ 506.64,Credit Card,UrbanRunner,3.8,36,32,-4,No,Delivered,3.4,Cloudy,No Offer,High
ORD00373,CUST0300,09-12-2025,December,Kolkata,West,Burger Barn,Healthy,Premium,1,₹ 221.61,₹ 44.32,₹ 55.00,₹ 8.86,₹ 241.15,Wallet,QuickRider,1.5,22,20,-2,No,Delivered,4.5,Clear,20% Off,High
ORD00374,CUST0382,17-09-2025,September,Bengaluru,South,Momo Street,South Indian,Returning,4,₹ 856.12,₹ 0.00,₹ 0.00,₹ 42.81,₹ 898.93,UPI,QuickRider,9.5,43,53,10,Yes,Delivered,3.8,Clear,Free Delivery,Medium
ORD00375,CUST0347,04-07-2025,July,Pune,South,Noodle Hub,Burger,Returning,5,"₹ 1,148.93",₹ 0.00,₹ 0.00,₹ 57.45,"₹ 1,206.38",Cash,DoorDashPro,11.4,63,58,-5,No,Delivered,4.1,Clear,Free Delivery,High
ORD00376,CUST0009,25-07-2025,July,Kolkata,West,Dosa Delight,Biryani,Premium,5,"₹ 1,395.95",₹ 209.39,₹ 35.00,₹ 59.33,"₹ 1,280.89",UPI,DoorDashPro,5.6,48,53,5,No,Cancelled,,Hot,Combo Offer,High
ORD00377,CUST0130,28-09-2025,September,Pune,West,Quick Fork,Chinese,Returning,3,"₹ 1,074.05",₹ 214.81,₹ 45.00,₹ 42.96,₹ 947.20,Wallet,UrbanRunner,9.5,52,57,5,No,Delivered,3.6,Clear,20% Off,High
ORD00378,CUST0266,04-10-2025,October,Bengaluru,Central,Roll Nation,Rolls,Returning,5,₹ 813.04,₹ 0.00,₹ 35.00,₹ 40.65,₹ 888.69,Credit Card,UrbanRunner,9,58,54,-4,No,Delivered,4.1,Clear,No Offer,High
ORD00379,CUST0292,01-07-2025,July,Bengaluru,West,Foodie's Stop,North Indian,Returning,2,₹ 825.47,₹ 0.00,₹ 55.00,₹ 41.27,₹ 921.74,Cash,UrbanRunner,8.9,58,60,2,No,Delivered,3,Hot,No Offer,High
ORD00380,CUST0488,11-12-2025,December,Pune,Central,Burger Barn,Chinese,Returning,3,₹ 871.42,₹ 0.00,₹ 45.00,₹ 43.57,₹ 959.99,Wallet,FastFleet,10.1,47,55,8,Yes,Delivered,4.1,Clear,No Offer,High
ORD00381,CUST0497,17-08-2025,August,Pune,Central,Flavour Factory,Rolls,Returning,4,₹ 770.92,₹ 50.00,₹ 45.00,₹ 36.05,₹ 801.97,Debit Card,QuickRider,9,55,54,-1,No,Delivered,4.3,Hot,Flat 50,High
ORD00382,CUST0313,08-03-2025,March,Mumbai,West,Urban Bites,Healthy,Returning,1,₹ 213.57,₹ 0.00,₹ 0.00,₹ 10.68,₹ 224.25,Wallet,DoorDashPro,5.1,39,38,-1,No,Delivered,4,Clear,No Offer,High
ORD00383,CUST0587,05-06-2025,June,Kolkata,South,Foodie's Stop,Burger,Returning,2,₹ 513.91,₹ 0.00,₹ 0.00,₹ 25.70,₹ 539.61,Debit Card,DoorDashPro,2.3,32,28,-4,No,Delivered,5,Clear,Free Delivery,Medium
ORD00384,CUST0405,17-10-2025,October,Chennai,West,Zest Kitchen,Healthy,New,4,"₹ 1,211.42",₹ 50.00,₹ 25.00,₹ 58.07,"₹ 1,244.49",Credit Card,DoorDashPro,10.5,56,64,8,Yes,Delivered,3.4,Clear,Flat 50,High
ORD00385,CUST0535,04-10-2025,October,Jaipur,East,Biryani House,Pizza,Returning,3,"₹ 1,189.92",₹ 237.98,₹ 55.00,₹ 47.60,"₹ 1,054.54",Wallet,FastFleet,1.9,37,38,1,No,Cancelled,,Rainy,20% Off,High
ORD00386,CUST0541,01-09-2025,September,Delhi,North,Wok Express,North Indian,New,5,"₹ 1,726.43",₹ 0.00,₹ 55.00,₹ 86.32,"₹ 1,867.75",Wallet,DoorDashPro,4.5,29,29,0,No,Delivered,4.3,Rainy,No Offer,High
ORD00387,CUST0060,15-07-2025,July,Bengaluru,North,Biryani House,Rolls,New,1,₹ 181.90,₹ 0.00,₹ 25.00,₹ 9.10,₹ 216.00,Credit Card,DoorDashPro,4.4,41,37,-4,No,Delivered,4.3,Cloudy,No Offer,High
ORD00388,CUST0476,19-07-2025,July,Delhi,West,Healthy Bowl,South Indian,Returning,2,₹ 456.09,₹ 0.00,₹ 55.00,₹ 22.80,₹ 533.89,UPI,UrbanRunner,7.4,52,68,16,Yes,Delivered,3.9,Rainy,No Offer,Medium
ORD00389,CUST0146,28-07-2025,July,Kolkata,West,Spice Junction,Chinese,New,2,₹ 645.39,₹ 129.08,₹ 55.00,₹ 25.82,₹ 597.13,Wallet,DoorDashPro,8.2,43,51,8,Yes,Delivered,4.3,Clear,20% Off,High
ORD00390,CUST0360,04-10-2025,October,Mumbai,Central,Quick Fork,Desserts,Returning,5,₹ 838.95,₹ 0.00,₹ 0.00,₹ 41.95,₹ 880.90,UPI,FastFleet,8.2,44,54,10,Yes,Delivered,3.9,Clear,Free Delivery,High
ORD00391,CUST0464,27-10-2025,October,Delhi,Central,Pizza Palace,Momos,Returning,2,₹ 404.54,₹ 80.91,₹ 55.00,₹ 16.18,₹ 394.81,Cash,DoorDashPro,12,64,69,5,No,Delivered,4.7,Clear,20% Off,High
ORD00392,CUST0403,06-05-2025,May,Mumbai,West,Momo Street,Momos,New,1,₹ 133.25,₹ 26.65,₹ 55.00,₹ 5.33,₹ 166.93,Credit Card,UrbanRunner,6.2,33,41,8,Yes,Delivered,3.8,Cloudy,20% Off,Medium
ORD00393,CUST0456,11-02-2025,February,Kolkata,West,Curry Corner,Pizza,Premium,3,"₹ 1,099.20",₹ 0.00,₹ 0.00,₹ 54.96,"₹ 1,154.16",Cash,Zippy,2.9,23,29,6,No,Cancelled,,Clear,Free Delivery,Low
ORD00394,CUST0406,24-04-2025,April,Hyderabad,East,Pizza Palace,Chinese,Returning,2,₹ 632.50,₹ 0.00,₹ 0.00,₹ 31.62,₹ 664.12,Debit Card,Zippy,1.4,34,35,1,No,Delivered,4.8,Hot,Free Delivery,High
